query_name,Length,cog_myva,COG_category,COG,description,Evalue,Identities,QueryLength,LengthQuery
XC_0954,311,,,COG0329,gi|17549047|ref|NP_522387.1| 5-dehydro-4-deoxyglucarate dehydratase [Ralstonia solanacearum GMI1000],1E-154,0.71571906354515,305,299
XC_0955,302,,,COG0583,gi|383316887|ref|YP_005377729.1| transcriptional regulator [Frateuria aurantia DSM 6220],7E-114,0.602112676056338,289,284
XC_0956,712,,,COG0317,"gi|188578258|ref|YP_001915187.1| guanosine-3',5'-bis(diphosphate) 3'-pyrophosphohydrolase [Xanthomonas oryzae pv. oryzae PXO99A]",0,0.978902953586498,723,711
XC_0957,99,,,COG1758,gi|190575690|ref|YP_001973535.1| DNA-directed RNA polymerase subunit omega [Stenotrophomonas maltophilia K279a],2E-44,0.898989898989899,99,99
XC_0958,203,,,COG0194,gi|188578261|ref|YP_001915190.1| guanylate kinase [Xanthomonas oryzae pv. oryzae PXO99A],3E-146,0.990147783251232,203,203
XC_0959,282,,,COG1561,gi|188578262|ref|YP_001915191.1| hypothetical protein PXO_02368 [Xanthomonas oryzae pv. oryzae PXO99A],1E-173,0.929078014184397,286,282
XC_0960,241,,,COG0689,gi|188578263|ref|YP_001915192.1| ribonuclease PH [Xanthomonas oryzae pv. oryzae PXO99A],9E-170,0.975103734439834,241,241
XC_0961,131,,,COG0346,gi|188578264|ref|YP_001915193.1| glyoxalase [Xanthomonas oryzae pv. oryzae PXO99A],4E-79,0.908396946564885,130,131
XC_0962,199,,,COG0127,gi|188578265|ref|YP_001915194.1| deoxyribonucleotide triphosphate pyrophosphatase [Xanthomonas oryzae pv. oryzae PXO99A],1E-128,0.92964824120603,207,199
XC_0963,385,,,COG0635,gi|188578266|ref|YP_001915195.1| coproporphyrinogen III oxidase [Xanthomonas oryzae pv. oryzae PXO99A],0,0.8984375,385,384
XC_0964,745,,,COG1570,gi|110833480|ref|YP_692339.1| hypothetical protein ABO_0619 [Alcanivorax borkumensis SK2],4E-33,0.250329380764163,825,688
XC_0965,378,,,COG3437,gi|110834172|ref|YP_693031.1| sensory box protein/response regulator [Alcanivorax borkumensis SK2],4E-06,0.282828282828283,114,99
XC_0966,492,,,COG0006,gi|188578269|ref|YP_001915198.1| proline dipeptidase [Xanthomonas oryzae pv. oryzae PXO99A],0,0.877272727272727,441,440
XC_0967,0,,,,HITS_NOT_FOUND,0,0,0,0
XC_0968,280,,,COG3293,gi|158318511|ref|YP_001511019.1| transposase IS4 family protein [Frankia sp. EAN1pec],5E-29,0.383783783783784,172,183
XC_0969,224,,,COG3047,gi|256822014|ref|YP_003145977.1| OmpW family protein [Kangiella koreensis DSM 16069],6E-17,0.305309734513274,204,224
XC_0970,209,,,COG3047,gi|190575654|ref|YP_001973499.1| outer membrane Omp family protein [Stenotrophomonas maltophilia K279a],8E-98,0.75,207,184
XC_0971,149,,,COG4875,gi|188575418|ref|YP_001912347.1| hypothetical protein PXO_04599 [Xanthomonas oryzae pv. oryzae PXO99A],4E-94,0.893333333333333,172,149
XC_0972,333,,,COG0057,"gi|188578207|ref|YP_001915136.1| glyceraldehyde-3-phosphate dehydrogenase, type I [Xanthomonas oryzae pv. oryzae PXO99A]",0,0.984984984984985,333,333
XC_0973,139,,,COG2913,gi|333982071|ref|YP_004511281.1| hypothetical protein [Methylomonas methanica MC09],5E-12,0.388235294117647,156,82
XC_0974,774,,,COG5373,gi|188577868|ref|YP_001914797.1| hypothetical protein PXO_02114 [Xanthomonas oryzae pv. oryzae PXO99A],0,0.885826771653543,908,759
XC_0975,0,,,,HITS_NOT_FOUND,0,0,0,0
XC_0976,391,,,COG0126,gi|188577866|ref|YP_001914795.1| phosphoglycerate kinase [Xanthomonas oryzae pv. oryzae PXO99A],0,0.943734015345269,391,391
XC_0977,214,,,COG0546,gi|188577865|ref|YP_001914794.1| indigoidine synthesis like protein [Xanthomonas oryzae pv. oryzae PXO99A],6E-124,0.873831775700935,215,214
XC_0978,466,,,COG0469,gi|188577864|ref|YP_001914793.1| pyruvate kinase [Xanthomonas oryzae pv. oryzae PXO99A],0,0.974248927038627,508,466
XC_0979,334,,,COG3588,gi|188577863|ref|YP_001914792.1| fructose-bisphosphate aldolase class-I [Xanthomonas oryzae pv. oryzae PXO99A],0,0.955089820359281,334,334
XC_0980,179,,,COG2110,gi|188577862|ref|YP_001914791.1| hypothetical protein PXO_02120 [Xanthomonas oryzae pv. oryzae PXO99A],1E-125,0.949720670391061,179,179
XC_0981,137,,,COG2020,gi|188577860|ref|YP_001914789.1| hypothetical protein PXO_02122 [Xanthomonas oryzae pv. oryzae PXO99A],8E-78,0.868613138686131,168,137
XC_0982,319,,,COG0031,gi|188577859|ref|YP_001914788.1| cysteine synthase A [Xanthomonas oryzae pv. oryzae PXO99A],0,0.949843260188088,319,319
XC_0983,401,,,COG0007; COG1648,gi|188577858|ref|YP_001914787.1| siroheme synthase [Xanthomonas oryzae pv. oryzae PXO99A],0,0.796526054590571,401,401
XC_0984,327,,,COG0583,gi|188577857|ref|YP_001914786.1| CysB family transcriptional regulator [Xanthomonas oryzae pv. oryzae PXO99A],0,0.938837920489297,326,327
XC_0985,0,,,,HITS_NOT_FOUND,0,0,0,0
XC_0987,398,,,COG2203; COG2205,gi|188577855|ref|YP_001914784.1| sensor histidine kinase [Xanthomonas oryzae pv. oryzae PXO99A],0,0.889447236180904,442,398
XC_0986,0,,,,HITS_NOT_FOUND,0,0,0,0
XC_0988,667,,,COG1629,gi|188577853|ref|YP_001914782.1| TonB-dependent receptor [Xanthomonas oryzae pv. oryzae PXO99A],0,0.863568215892054,689,667
XC_0989,530,,,COG3182,gi|188577852|ref|YP_001914781.1| sulfite reductase [Xanthomonas oryzae pv. oryzae PXO99A],0,0.722113502935421,527,511
XC_0990,241,,,COG0175,gi|188577851|ref|YP_001914780.1| phosphoadenosine phosphosulfate reductase [Xanthomonas oryzae pv. oryzae PXO99A],5E-169,0.946058091286307,241,241
XC_0991,568,,,COG0155,gi|188577850|ref|YP_001914779.1| sulfite reductase subunit beta [Xanthomonas oryzae pv. oryzae PXO99A],0,0.922535211267606,568,568
XC_0992,615,,,COG0369,gi|188577849|ref|YP_001914778.1| sulfite reductase [Xanthomonas oryzae pv. oryzae PXO99A],0,0.869918699186992,615,615
XC_0993,302,,,COG0175,gi|188577848|ref|YP_001914777.1| sulfate adenylyltransferase subunit 2 [Xanthomonas oryzae pv. oryzae PXO99A],0,0.956953642384106,302,302
XC_0994,598,,,COG2895; COG0529,gi|188577847|ref|YP_001914776.1| bifunctional sulfate adenylyltransferase subunit 1/adenylylsulfate kinase [Xanthomonas oryzae pv. oryzae PXO99A],0,0.938127090301003,658,598
XC_0995,318,,,COG0845,gi|188577844|ref|YP_001914773.1| RND efflux membrane fusion protein [Xanthomonas oryzae pv. oryzae PXO99A],0,0.892744479495268,361,317
XC_0996,1041,,,COG0841,gi|188577843|ref|YP_001914772.1| acriflavin resistance protein [Xanthomonas oryzae pv. oryzae PXO99A],0,0.945244956772334,1041,1041
XC_0997,905,,,COG0308,gi|188577842|ref|YP_001914771.1| aminopeptidase N [Xanthomonas oryzae pv. oryzae PXO99A],0,0.887260428410372,891,887
XC_0998,194,,,COG1670,gi|190575638|ref|YP_001973483.1| acetyltransferase [Stenotrophomonas maltophilia K279a],4E-52,0.55421686746988,192,166
XC_0999,506,,,COG1115,gi|190575637|ref|YP_001973482.1| transmembrane symporter [Stenotrophomonas maltophilia K279a],0,0.811244979919679,497,498
XC_1000,240,,,COG0566,gi|188577836|ref|YP_001914765.1| tRNA/rRNA methyltransferase [Xanthomonas oryzae pv. oryzae PXO99A],2E-152,0.899581589958159,300,239
XC_1001,453,,,COG2272,gi|188577835|ref|YP_001914764.1| carboxylesterase [Xanthomonas oryzae pv. oryzae PXO99A],0,0.747641509433962,502,422
XC_1002,1070,,,COG2372; COG0296,gi|521461962|ref|YP_008148776.1| hypothetical protein SCE1572_11660 [Sorangium cellulosum So0157-2],4E-103,0.364885496183206,654,643
XC_1003,1144,,,COG3250,gi|302384035|ref|YP_003819858.1| glycoside hydrolase family protein [Brevundimonas subvibrioides ATCC 15264],0,0.567749160134378,890,881
XC_1004,1048,,,COG1629; COG4771,"gi|90022187|ref|YP_528014.1| TonB-dependent receptor, plug [Saccharophagus degradans 2-40]",4E-138,0.330547818012999,978,1035
XC_1005,548,,,COG5297,gi|188575075|ref|YP_001912004.1| exoglucanase A [Xanthomonas oryzae pv. oryzae PXO99A],0,0.664,495,500
XC_1006,351,,,COG1609,gi|16127295|ref|NP_421859.1| LacI family transcriptional regulator [Caulobacter crescentus CB15],8E-104,0.523255813953488,349,341
XC_1007,473,,,COG2234,gi|190575635|ref|YP_001973480.1| aminopeptidase [Stenotrophomonas maltophilia K279a],2E-47,0.83695652173913,92,92
XC_1008,473,,,COG2234,gi|190575635|ref|YP_001973480.1| aminopeptidase [Stenotrophomonas maltophilia K279a],0,0.836158192090395,375,351
XC_1009,140,,,COG1970,gi|188577830|ref|YP_001914759.1| large-conductance mechanosensitive channel [Xanthomonas oryzae pv. oryzae PXO99A],4E-88,0.942446043165468,143,139
XC_1010,237,,,COG0179,gi|188577829|ref|YP_001914758.1| fumarylacetoacetate hydrolase [Xanthomonas oryzae pv. oryzae PXO99A],3E-162,0.953389830508475,237,236
XC_1011,0,,,,HITS_NOT_FOUND,0,0,0,0
XC_1012,113,,,COG2146,gi|188577824|ref|YP_001914753.1| rieske protein [Xanthomonas oryzae pv. oryzae PXO99A],1E-59,0.814159292035398,113,113
XC_1013,620,,,COG0471; COG0490,gi|188577823|ref|YP_001914752.1| sulfur deprivation response regulator [Xanthomonas oryzae pv. oryzae PXO99A],0,0.961290322580645,620,620
XC_1014,252,,,COG0220,gi|188577822|ref|YP_001914751.1| tRNA (guanine-N(7)-)-methyltransferase [Xanthomonas oryzae pv. oryzae PXO99A],2E-162,0.906882591093117,261,247
XC_1015,264,,,COG2022,gi|188577821|ref|YP_001914750.1| thiazole synthase [Xanthomonas oryzae pv. oryzae PXO99A],0,0.973484848484849,264,264
XC_1016,66,,,COG2104,gi|188577820|ref|YP_001914749.1| sulfur carrier protein ThiS [Xanthomonas oryzae pv. oryzae PXO99A],3E-29,0.818181818181818,66,66
XC_1017,594,,,COG3240; COG5571,gi|188577819|ref|YP_001914748.1| lipase; esterase [Xanthomonas oryzae pv. oryzae PXO99A],0,0.898989898989899,594,594
XC_1018,641,,,COG0582,gi|56476734|ref|YP_158323.1| integrase (int) [Aromatoleum aromaticum EbN1],0,0.793831168831169,629,616
XC_1019,0,,,,HITS_NOT_FOUND,0,0,0,0
XC_1020,308,,,COG0583,gi|160895891|ref|YP_001561473.1| LysR family transcriptional regulator [Delftia acidovorans SPH-1],3E-25,0.347417840375587,216,208
XC_1021,97,,,COG1476,gi|163855579|ref|YP_001629877.1| transcriptional regulator [Bordetella petrii DSM 12804],5E-41,0.697916666666667,97,96
XC_1022,296,,,COG0583,gi|237809223|ref|YP_002893663.1| LysR family transcriptional regulator [Tolumonas auensis DSM 9187],1E-133,0.651877133105802,294,293
XC_1023,1358,,,COG3093,gi|254293030|ref|YP_003059053.1| XRE family plasmid maintenance system antidote protein [Hirschia baltica ATCC 49814],0,0.41248097412481,1306,1301
XC_1025,281,,,COG2801,gi|188575225|ref|YP_001912154.1| ISXoo3 transposase ORF B [Xanthomonas oryzae pv. oryzae PXO99A],8E-170,0.906614785992218,257,257
XC_1026,89,,,COG2963,gi|188575224|ref|YP_001912153.1| ISXoo3 transposase ORF A [Xanthomonas oryzae pv. oryzae PXO99A],2E-52,0.865168539325843,89,89
XC_1027,385,,,COG3704,gi|190574896|ref|YP_001972741.1| type IV secretion system transmembrane protein [Stenotrophomonas maltophilia K279a],3E-72,0.436170212765957,331,280
XC_1028,0,,,,HITS_NOT_FOUND,0,0,0,0
XC_1029,0,,,,HITS_NOT_FOUND,0,0,0,0
XC_1030,0,,,,HITS_NOT_FOUND,0,0,0,0
XC_1032,274,,,COG2801,"gi|46580418|ref|YP_011226.1| ISD1, transposase OrfB [Desulfovibrio vulgaris str. Hildenborough]",3E-110,0.584313725490196,255,255
XC_1034,88,,,COG2963,gi|157145123|ref|YP_001452442.1| hypothetical protein CKO_00856 [Citrobacter koseri ATCC BAA-895],5E-39,0.670454545454545,88,88
XC_1035,614,,,COG3481,gi|134095223|ref|YP_001100298.1| hypothetical protein HEAR2031 [Herminiimonas arsenicoxydans],0,0.823880597014925,340,335
XC_1036,1196,,,COG3829; COG2199; COG2203; COG5001,gi|226944605|ref|YP_002799678.1| cyclic di-GMP signal transduction protein [Azotobacter vinelandii DJ],1E-94,0.505084745762712,341,292
XC_1037,306,,,COG2253,gi|330824413|ref|YP_004387716.1| hypothetical protein Alide2_1814 [Alicycliphilus denitrificans K601],2E-178,0.774509803921569,308,306
XC_1038,283,,,COG5340,gi|110347396|ref|YP_666212.1| hypothetical protein Meso_4610 [Chelativorans sp. BNC1],6E-15,0.327586206896552,252,228
XC_1039,0,,,,HITS_NOT_FOUND,0,0,0,0
XC_1040,0,,,,HITS_NOT_FOUND,0,0,0,0
XC_1041,475,,,COG1671,"gi|470155925|ref|YP_006284427.1| Membrane protein, Tfp pilus assembly, pilus retraction ATPase PilT [Pectobacterium sp. SCC3193]",7E-94,0.406947890818859,414,402
XC_1042,0,,,,HITS_NOT_FOUND,0,0,0,0
XC_1044,0,,,,HITS_NOT_FOUND,0,0,0,0
XC_1045,0,,,,HITS_NOT_FOUND,0,0,0,0
XC_1046,110,,,COG2916,gi|188577811|ref|YP_001914740.1| virulence regulator [Xanthomonas oryzae pv. oryzae PXO99A],1E-67,0.872727272727273,130,110
XC_1047,710,,,COG1523,gi|188577803|ref|YP_001914732.1| glycogen debranching protein GlgX [Xanthomonas oryzae pv. oryzae PXO99A],0,0.943422913719943,709,707
XC_1048,305,,,COG0189,gi|188578200|ref|YP_001915129.1| ribosomal protein S6 modification protein [Xanthomonas oryzae pv. oryzae PXO99A],0,0.938144329896907,291,291
XC_1049,225,,,COG0745,gi|188578201|ref|YP_001915130.1| two-component system regulatory protein [Xanthomonas oryzae pv. oryzae PXO99A],1E-160,0.995555555555556,225,225
XC_1050,418,,,COG0642,gi|188578203|ref|YP_001915132.1| two-component system sensor protein [Xanthomonas oryzae pv. oryzae PXO99A],0,0.804123711340206,385,388
XC_1051,163,,,COG0454,gi|260712897|ref|YP_003226952.1| hypothetical protein Za10_1834 [Zymomonas mobilis subsp. mobilis NCIMB 11163],3E-84,0.723926380368098,163,163
XC_1052,97,,,COG4453,gi|226946022|ref|YP_002801095.1| hypothetical protein Avin_39810 [Azotobacter vinelandii DJ],4E-44,0.75,96,96
XC_1053,0,,,,HITS_NOT_FOUND,0,0,0,0
XC_1054,486,,,COG3039,gi|188576395|ref|YP_001913324.1| ISXoo4 transposase [Xanthomonas oryzae pv. oryzae PXO99A],0,0.840860215053763,505,465
XC_1055,202,,,COG0237,gi|188575722|ref|YP_001912651.1| dephospho-CoA kinase [Xanthomonas oryzae pv. oryzae PXO99A],1E-98,0.777777777777778,207,198
XC_1056,287,,,COG1989,gi|188575723|ref|YP_001912652.1| type IV prepilin peptidase [Xanthomonas oryzae pv. oryzae PXO99A],0,0.982578397212544,287,287
XC_1057,419,,,COG1459,gi|188575724|ref|YP_001912653.1| pilin biogenesis protein [Xanthomonas oryzae pv. oryzae PXO99A],0,0.866028708133971,418,418
XC_1058,192,,,COG4969,gi|330827115|ref|YP_004390418.1| type IV pilin structural subunit [Alicycliphilus denitrificans K601],1E-20,0.384615384615385,146,192
XC_1059,192,,,COG4969,gi|330827115|ref|YP_004390418.1| type IV pilin structural subunit [Alicycliphilus denitrificans K601],9E-16,0.347368421052632,144,186
XC_1060,577,,,COG2804,gi|188575729|ref|YP_001912658.1| type IV-A pilus assembly ATPase PilB [Xanthomonas oryzae pv. oryzae PXO99A],0,0.951473136915078,577,577
XC_1061,466,,,COG2204,gi|188575732|ref|YP_001912661.1| two-component system regulatory protein [Xanthomonas oryzae pv. oryzae PXO99A],0,0.955032119914347,467,466
XC_1062,537,,,COG2205,gi|188575734|ref|YP_001912663.1| two-component system sensor protein [Xanthomonas oryzae pv. oryzae PXO99A],0,0.901303538175047,536,537
XC_1063,389,,,COG0045,gi|188575735|ref|YP_001912664.1| succinyl-CoA synthetase subunit beta [Xanthomonas oryzae pv. oryzae PXO99A],0,0.974293059125964,389,389
XC_1064,291,,,COG0074,gi|190575605|ref|YP_001973450.1| succinyl-CoA synthetase subunit alpha [Stenotrophomonas maltophilia K279a],0,0.979381443298969,291,291
XC_1065,94,,,COG3905,gi|357417183|ref|YP_004930203.1| hypothetical protein DSC_07555 [Pseudoxanthomonas spadix BD-a59],3E-21,0.49438202247191,164,89
XC_1066,97,,,COG3668,gi|337281340|ref|YP_004620812.1| hypothetical protein Rta_36770 [Ramlibacter tataouinensis TTB310],6E-25,0.536842105263158,100,95
XC_1067,547,,,COG0171; COG0388,gi|188575738|ref|YP_001912667.1| NAD synthetase [Xanthomonas oryzae pv. oryzae PXO99A],0,0.959780621572212,552,547
XC_1068,0,,,,HITS_NOT_FOUND,0,0,0,0
XC_1069,277,,,COG4105,gi|188575740|ref|YP_001912669.1| competence lipoprotein [Xanthomonas oryzae pv. oryzae PXO99A],0,0.931407942238267,293,277
XC_1070,333,,,COG0564,gi|188575741|ref|YP_001912670.1| ribosomal large subunit pseudouridine synthase D [Xanthomonas oryzae pv. oryzae PXO99A],0,0.921212121212121,331,330
XC_1071,268,,,COG1496,gi|188575742|ref|YP_001912671.1| hypothetical protein PXO_04872 [Xanthomonas oryzae pv. oryzae PXO99A],7E-137,0.775665399239544,266,263
XC_1072,568,,,COG1748,gi|374329683|ref|YP_005079867.1| saccharopine dehydrogenase [Pseudovibrio sp. FO-BEG1],4E-14,0.297619047619048,168,167
XC_1073,145,,,COG3011,gi|190575598|ref|YP_001973443.1| transmembrane protein [Stenotrophomonas maltophilia K279a],1E-57,0.703125,139,128
XC_1074,797,,,COG0840; COG5000,gi|188576011|ref|YP_001912940.1| methyl-accepting chemotaxis protein [Xanthomonas oryzae pv. oryzae PXO99A],1E-136,0.478494623655914,622,551
XC_1075,868,,,COG4993,gi|160895791|ref|YP_001561373.1| PQQ-dependent dehydrogenase glucose/quinate/shikimate family protein [Delftia acidovorans SPH-1],1E-168,0.396162528216704,824,862
XC_1076,455,,,COG0380,"gi|188575746|ref|YP_001912675.1| alpha,alpha-trehalose-phosphate synthase [Xanthomonas oryzae pv. oryzae PXO99A]",0,0.942857142857143,455,455
XC_1077,592,,,COG3387,gi|188575747|ref|YP_001912676.1| glycosyl hydrolase family protein [Xanthomonas oryzae pv. oryzae PXO99A],0,0.947635135135135,592,592
XC_1078,240,,,COG1877,gi|188575748|ref|YP_001912677.1| trehalose-phosphatase [Xanthomonas oryzae pv. oryzae PXO99A],2E-146,0.886075949367089,252,237
XC_1079,811,,,COG4771,gi|188575750|ref|YP_001912679.1| TonB-dependent outer membrane Receptor [Xanthomonas oryzae pv. oryzae PXO99A],0,0.934648581997534,811,811
XC_1080,165,,,COG2913,gi|260597392|ref|YP_003209963.1| hypothetical protein CTU_16000 [Cronobacter turicensis z3032],2E-18,0.353333333333333,146,133
XC_1081,0,,,,HITS_NOT_FOUND,0,0,0,0
XC_1082,534,,,COG0659,gi|190575590|ref|YP_001973435.1| transmembrane protein [Stenotrophomonas maltophilia K279a],0,0.858267716535433,533,506
XC_1083,358,,,COG3755,gi|260598977|ref|YP_003211548.1| hypothetical protein CTU_31850 [Cronobacter turicensis z3032],3E-83,0.438746438746439,388,349
XC_1084,357,,,COG1711,gi|326317627|ref|YP_004235299.1| hypothetical protein Acav_2826 [Acidovorax avenae subsp. avenae ATCC 19860],5E-31,0.366037735849057,348,260
XC_1085,235,,,COG0625,gi|357416690|ref|YP_004929710.1| glutathione S-transferase [Pseudoxanthomonas spadix BD-a59],6E-134,0.795744680851064,247,235
XC_1086,101,,,COG2827,gi|188578063|ref|YP_001914992.1| GIY-YIG nuclease superfamily protein [Xanthomonas oryzae pv. oryzae PXO99A],2E-51,0.82,102,99
XC_1087,289,,,COG1116,gi|311107094|ref|YP_003979947.1| aliphatic sulfonate import ATP-binding protein SsuB 2 [Achromobacter xylosoxidans A8],1E-09,0.358208955223881,137,132
XC_1088,898,,,COG0542,gi|188578062|ref|YP_001914991.1| ATP-dependent chaperone ClpB [Xanthomonas oryzae pv. oryzae PXO99A],0,0.9732868757259,861,861
XC_1089,0,,,,HITS_NOT_FOUND,0,0,0,0
XC_1090,428,,,COG2873,gi|357416693|ref|YP_004929713.1| O-acetylhomoserine aminocarboxypropyltransferase [Pseudoxanthomonas spadix BD-a59],0,0.925233644859813,428,428
XC_1091,619,,,COG4206,gi|188578055|ref|YP_001914984.1| TonB-dependent outer membrane Receptor [Xanthomonas oryzae pv. oryzae PXO99A],0,0.872168284789644,626,618
XC_1092,0,,,,HITS_NOT_FOUND,0,0,0,0
XC_1093,0,,,,HITS_NOT_FOUND,0,0,0,0
XC_1094,203,,,COG2109,gi|188578050|ref|YP_001914979.1| cob(I)alamin adenosyltransferase [Xanthomonas oryzae pv. oryzae PXO99A],2E-130,0.916256157635468,203,203
XC_1095,442,,,COG1797,"gi|124263011|ref|YP_001023481.1| hydrogenobyrinic acid a,c-diamide synthase/cobyrinate a,c-diamide synthase [Methylibium petroleiphilum PM1]",7E-166,0.631944444444444,432,430
XC_1096,309,,,COG1270,gi|383316572|ref|YP_005377414.1| cobalamin biosynthesis protein CobD [Frateuria aurantia DSM 6220],4E-104,0.62876254180602,303,299
XC_1097,853,,,COG0079; COG1492,gi|51245802|ref|YP_065686.1| aminotransferase and cobyric acid synthase (CobD and CobQ) [Desulfotalea psychrophila LSv54],2E-129,0.346153846153846,830,840
XC_1098,173,,,COG2087,gi|188578048|ref|YP_001914977.1| adenosylcobinamide kinase/adenosylcobinamide-phosphate guanylyltransferase [Xanthomonas oryzae pv. oryzae PXO99A],5E-99,0.859649122807018,173,171
XC_1099,348,,,COG2038,gi|188578047|ref|YP_001914976.1| nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase [Xanthomonas oryzae pv. oryzae PXO99A],0,0.899425287356322,348,348
XC_1100,196,,,COG0406,gi|188578046|ref|YP_001914975.1| alpha-ribazole-5'-phosphate phosphatase [Xanthomonas oryzae pv. oryzae PXO99A],1E-97,0.811428571428571,189,175
XC_1101,244,,,COG0368,gi|188578045|ref|YP_001914974.1| cobalamin synthase [Xanthomonas oryzae pv. oryzae PXO99A],5E-89,0.748971193415638,244,243
XC_1102,326,,,COG3449; COG2207,gi|46578693|ref|YP_009501.1| AraC family transcriptional regulator [Desulfovibrio vulgaris str. Hildenborough],3E-23,0.272727272727273,319,323
XC_1103,398,,,COG0019,gi|188578044|ref|YP_001914973.1| diaminopimelate decarboxylase [Xanthomonas oryzae pv. oryzae PXO99A],0,0.81203007518797,427,395
XC_1104,576,,,COG4264,gi|188578043|ref|YP_001914972.1| iron transporter [Xanthomonas oryzae pv. oryzae PXO99A],0,0.809027777777778,589,576
XC_1105,402,,,COG0477,gi|188578042|ref|YP_001914971.1| transporter [Xanthomonas oryzae pv. oryzae PXO99A],0,0.838308457711443,392,402
XC_1106,600,,,COG4264,gi|188578041|ref|YP_001914970.1| vibrioferrin biosynthesis protein PvsB [Xanthomonas oryzae pv. oryzae PXO99A],0,0.797619047619048,610,588
XC_1107,399,,,COG0151,gi|188578040|ref|YP_001914969.1| vibrioferrin biosynthesis protein PvsA [Xanthomonas oryzae pv. oryzae PXO99A],0,0.859649122807018,429,399
XC_1108,713,,,COG4772,gi|188578039|ref|YP_001914968.1| TonB-dependent outer membrane Receptor [Xanthomonas oryzae pv. oryzae PXO99A],0,0.887798036465638,709,713
XC_1109,253,,,COG3836,gi|188578038|ref|YP_001914967.1| 4-hydroxy-2-oxovalerate aldolase [Xanthomonas oryzae pv. oryzae PXO99A],3E-138,0.865612648221344,253,253
XC_1110,569,,,COG1226; COG4651,gi|188578036|ref|YP_001914965.1| cation:proton antiporter [Xanthomonas oryzae pv. oryzae PXO99A],0,0.933216168717047,565,569
XC_1111,398,,,COG2124,gi|17548930|ref|NP_522270.1| cytochrome P-450-like monooxygenase oxidoreduct [Ralstonia solanacearum GMI1000],3E-160,0.552763819095477,397,398
XC_1112,799,,,COG4771,gi|188578034|ref|YP_001914963.1| TonB-dependent outer membrane Receptor [Xanthomonas oryzae pv. oryzae PXO99A],0,0.841333333333333,750,750
XC_1113,795,,,COG4771,gi|188578033|ref|YP_001914962.1| TonB-dependent outer membrane receptor [Xanthomonas oryzae pv. oryzae PXO99A],0,0.955974842767296,806,795
XC_1114,151,,,COG0346,gi|188578032|ref|YP_001914961.1| glyoxalase [Xanthomonas oryzae pv. oryzae PXO99A],2E-65,0.737588652482269,131,141
XC_1115,784,,,COG4771,gi|188578031|ref|YP_001914960.1| TonB-dependent outer membrane receptor [Xanthomonas oryzae pv. oryzae PXO99A],0,0.94408322496749,793,769
XC_1116,630,,,COG0488,gi|188578030|ref|YP_001914959.1| ABC transporter ATP-binding protein [Xanthomonas oryzae pv. oryzae PXO99A],0,0.949206349206349,638,630
XC_1117,0,,,,HITS_NOT_FOUND,0,0,0,0
XC_1118,260,,,COG0583,gi|188578028|ref|YP_001914957.1| LysR family transcriptional regulator [Xanthomonas oryzae pv. oryzae PXO99A],5E-147,0.867704280155642,291,257
XC_1119,296,,,COG2367,gi|392383960|ref|YP_005033156.1| putative Beta-lactamase [Azospirillum brasilense Sp245],2E-97,0.540816326530612,296,292
XC_1120,315,,,COG0657,gi|469818470|ref|YP_007590554.1| esterase/lipase [Rhodanobacter denitrificans],6E-115,0.588050314465409,339,307
XC_1121,706,,,COG3511,gi|190573736|ref|YP_001971581.1| non-hemolytic phospholipase C [Stenotrophomonas maltophilia K279a],0,0.65444287729196,715,702
XC_1122,792,,,COG4772,gi|190573737|ref|YP_001971582.1| TonB dependent receptor protein [Stenotrophomonas maltophilia K279a],0,0.672521957340025,802,788
XC_1123,753,,,COG0561; COG0380,gi|56475871|ref|YP_157460.1| glycosyl transferase family protein [Aromatoleum aromaticum EbN1],0,0.666666666666667,785,744
XC_1124,425,,,COG2814,gi|473828155|ref|YP_007681438.1| transmembrane transport protein [Thalassolituus oleivorans MIL-1],2E-120,0.497474747474747,413,394
XC_1125,97,,,COG2331,gi|188577443|ref|YP_001914372.1| FmdB family regulatory protein [Xanthomonas oryzae pv. oryzae PXO99A],2E-44,0.828282828282828,99,97
XC_1126,0,,,,HITS_NOT_FOUND,0,0,0,0
XC_1127,0,,,,HITS_NOT_FOUND,0,0,0,0
XC_1128,588,,,COG0173,gi|188577440|ref|YP_001914369.1| aspartyl-tRNA synthetase [Xanthomonas oryzae pv. oryzae PXO99A],0,0.957410562180579,588,587
XC_1129,175,,,COG0456,gi|188577439|ref|YP_001914368.1| acetyltransferase [Xanthomonas oryzae pv. oryzae PXO99A],6E-113,0.913294797687861,175,173
XC_1130,225,,,COG1075,gi|188577438|ref|YP_001914367.1| hypothetical protein PXO_01554 [Xanthomonas oryzae pv. oryzae PXO99A],6E-100,0.776649746192893,199,197
XC_1131,242,,,COG0217,gi|188577437|ref|YP_001914366.1| hypothetical protein PXO_01555 [Xanthomonas oryzae pv. oryzae PXO99A],6E-144,0.921487603305785,242,242
XC_1132,174,,,COG0817,gi|188577436|ref|YP_001914365.1| Holliday junction resolvase [Xanthomonas oryzae pv. oryzae PXO99A],7E-113,0.925287356321839,174,174
XC_1133,194,,,COG0632,gi|188577435|ref|YP_001914364.1| Holliday junction DNA helicase RuvA [Xanthomonas oryzae pv. oryzae PXO99A],6E-133,0.984536082474227,194,194
